POSTCODE,POSTAL_COMMERCIAL_PROPERTIES,ALL_COMMERCIAL,RESIDENTIAL_PROPERTIES
NE22 7LW,0,0,17
NE49 0HL,0,0,2
NE65 0JS,2,2,17
NE65 7LR,3,3,11
NE66 3LB,2,2,7
NE64 6DZ,0,0,6
NE22 7JP,1,2,26
NE22 6NB,0,0,20
NE62 5UG,0,0,45
NE64 6DR,3,4,4
NE63 8PE,0,0,35
NE24 1QJ,1,1,6
NE62 5EL,0,0,16
NE62 5AA,0,0,18
NE46 3NS,10,10,7
NE47 9BA,1,1,1
NE46 3DB,1,1,7
NE66 3RL,25,25,3
NE23 3LW,0,0,58
NE64 6XD,0,0,2
NE66 3EH,2,2,4
NE63 8LY,0,0,14
NE61 2YR,0,0,2
NE62 5SY,0,0,14
NE63 0HE,0,0,6
NE63 0EW,0,0,30
NE65 7EH,0,0,10
CA8 7NS,1,1,9
NE22 5AJ,0,0,12
NE61 6RH,0,0,22
NE61 6TL,0,0,6
NE64 6TP,0,0,6
NE63 9BY,0,0,41
NE66 2AY,0,0,5
NE66 3JF,2,3,3
NE61 4BA,1,2,10
NE46 3RH,0,0,7
NE48 3PN,2,2,1
NE63 9EQ,0,0,21
NE66 2DS,0,0,11
NE22 6HR,2,2,0
NE64 6DL,0,0,2
NE63 9NB,0,0,9
NE61 6SD,0,0,14
NE63 9HZ,0,0,7
NE63 9HX,0,0,12
NE64 6AR,1,1,5
NE47 9UL,0,0,7
NE65 9AG,4,4,4
NE63 8TE,0,0,14
CA8 7EB,1,2,7
TD15 2NL,2,2,12
NE63 9PQ,0,0,20
NE22 5EA,0,0,8
NE62 5PZ,2,2,2
NE61 6YG,0,0,16
NE66 5PR,2,2,2
NE66 3UL,2,2,11
NE69 7BS,9,9,7
NE70 7EY,1,1,23
TD15 2PG,1,2,14
NE66 2TJ,1,2,4
NE63 9JZ,55,56,0
NE23 3AN,2,2,22
NE63 9SH,0,0,44
NE62 5HS,0,0,8
NE45 5QA,0,0,4
NE47 6DF,0,0,73
NE64 6TL,0,0,26
CA9 3NH,0,0,9
NE63 9LE,0,0,8
NE22 5QX,0,0,21
NE61 4NZ,0,0,4
NE62 5YW,0,0,16
NE62 5YJ,0,0,32
NE63 0TY,0,0,22
NE66 3AL,4,4,2
TD12 4UQ,0,0,7
NE64 6XH,1,1,32
NE20 9HE,0,0,28
NE61 6BF,0,0,78
NE61 6HQ,0,0,6
NE61 4EN,0,0,5
NE61 6XQ,0,0,24
NE63 9AZ,0,0,30
NE46 4RD,1,1,7
NE62 5DE,0,0,16
NE22 6AZ,1,1,1
NE67 5LH,2,2,4
NE67 5LD,0,1,3
NE22 6JZ,0,0,46
NE47 9EW,0,0,2
NE65 0AQ,4,4,43
NE61 3BR,0,0,19
NE24 1RQ,0,0,1
NE63 9EF,1,1,14
DH8 9SS,2,2,7
NE23 7GA,1,1,3
NE63 8QZ,35,38,0
NE48 3AQ,1,1,3
TD15 1UQ,3,6,0
NE46 1SN,0,0,6
NE15 0BU,0,0,43
NE61 2RB,0,0,18
NE47 6LP,0,0,6
NE62 5YN,0,0,24
NE61 2NW,0,0,21
NE43 7LA,3,3,13
NE63 0LP,0,0,6
NE43 7LB,0,0,13
NE43 7UL,4,5,32
NE44 6AF,1,1,2
NE44 6AH,0,0,2
NE65 7NW,6,6,9
NE22 5NF,0,0,25
NE15 0HZ,0,0,7
NE44 6BP,0,0,1
NE44 6DQ,1,1,3
NE44 6HY,0,0,9
NE61 3DH,0,0,2
NE66 1NQ,1,1,4
NE63 8UH,0,0,10
NE65 8JL,0,0,2
NE48 1BZ,0,0,16
NE67 5BT,9,9,3
NE67 5DJ,2,2,2
NE61 3EB,1,1,1
NE63 9SU,0,0,22
NE66 3TT,13,14,12
NE48 2BS,5,6,4
NE61 6FD,0,0,41
NE23 6BT,0,0,56
TD15 2ZE,0,0,1
NE22 6JD,0,0,12
NE45 5HG,0,0,4
NE45 5LA,6,7,12
NE45 5QD,2,2,18
NE45 5PH,0,0,6
NE19 1HB,2,2,74
NE18 0QJ,0,0,4
NE19 2DW,0,0,1
NE49 0BL,6,6,4
NE61 3TT,0,0,3
NE71 6JW,0,0,8
NE22 5LU,0,0,8
NE22 5SY,0,1,58
NE46 1RY,0,0,2
TD12 4QG,2,2,24
NE23 6XQ,0,0,30
NE61 4AG,0,0,2
NE65 0TR,0,0,2
NE61 6LW,1,1,1
NE61 6LN,1,1,17
NE23 3LP,0,0,12
NE65 7TT,0,0,10
NE46 1TP,1,1,0
NE24 4RL,5,5,0
NE61 1UH,0,0,21
NE61 1UE,0,0,10
NE61 1TT,0,0,7
CA8 7JH,0,0,1
DH8 9LQ,0,0,7
NE61 1JG,0,0,41
NE22 7JL,0,0,21
NE19 1TX,0,0,5
NE20 9TU,1,1,9
NE70 7HU,1,1,10
NE63 0EF,36,36,0
NE23 6XF,1,1,25
NE22 5PB,0,0,20
NE24 3XP,0,0,20
NE22 5HJ,0,0,18
NE61 2NE,0,0,20
NE61 2LU,0,0,21
NE45 5LX,1,2,12
NE47 5LT,1,1,6
NE22 5YB,0,0,36
NE61 3SY,0,0,32
NE49 9DU,0,0,6
NE61 3RE,0,0,31
NE71 6TT,0,0,2
NE63 8DB,1,1,1
NE42 5PU,15,15,4
NE42 5PD,0,0,6
NE65 0XP,3,3,21
NE63 9LJ,0,0,5
NE66 1PZ,0,0,6
NE66 1QE,4,5,7
TD15 1EP,5,5,6
NE24 4LS,0,0,25
NE69 7BW,12,12,7
NE24 3TS,0,0,20
NE24 3SX,0,0,54
NE61 1JJ,0,0,10
NE66 1PT,0,0,34
NE25 0JF,0,0,80
NE43 7LY,0,0,27
NE23 7XS,0,0,9
NE63 9JQ,0,0,17
NE63 8LJ,0,0,26
NE22 5JS,2,2,1
NE22 7JQ,2,2,0
NE22 5AZ,0,0,35
NE22 5EE,0,0,25
NE22 5EG,0,0,20
NE61 1TD,3,3,24
NE61 1RB,0,0,9
NE66 1JE,0,0,42
NE63 8BB,0,0,20
NE20 9BP,0,0,22
NE46 1EH,0,1,1
NE42 5PY,1,1,0
NE62 5TD,1,1,4
NE63 8JL,0,0,10
NE22 5QN,0,0,13
DH8 9BG,0,0,2
NE23 3JQ,0,0,7
NE61 1UQ,0,0,14
NE61 1TL,2,3,4
NE25 0DW,0,0,26
NE61 2BE,0,0,85
NE22 6DD,0,0,6
NE24 5HH,0,0,24
NE48 2AA,5,5,5
NE24 4GZ,0,0,34
NE20 0RQ,9,10,6
NE20 0EZ,0,0,3
CA8 7JU,0,0,1
NE46 1SS,0,0,1
NE46 2LF,0,0,5
NE63 8XA,0,0,9
NE22 5NH,0,0,14
NE22 5HS,8,8,10
NE22 5UH,0,0,49
NE63 8LZ,0,0,7
NE61 3LD,0,0,8
NE61 3XG,0,0,4
NE61 6DT,0,0,1
NE65 8TH,0,0,4
TD12 4SL,1,2,15
TD12 4UE,1,1,6
NE61 2EY,0,0,30
NE61 3BE,0,0,8
NE45 5ET,0,0,2
NE61 1RJ,2,2,7
NE48 4BG,0,0,2
NE65 8DR,1,1,14
NE68 7TP,13,14,17
NE63 9NX,0,0,24
NE22 5RX,0,0,2
NE66 4XS,2,2,15
NE22 5QE,0,0,28
NE23 3QS,1,1,25
NE49 0DJ,0,0,7
NE49 0DW,0,0,3
NE49 0ED,0,0,2
NE49 0ES,0,0,1
NE61 2EG,0,0,12
NE61 2QB,0,0,11
NE61 2BY,0,0,8
NE61 1RG,0,0,38
NE61 3RP,0,0,14
NE23 6QD,0,0,0
NE46 4QA,0,0,1
NE46 4PF,0,1,11
NE49 9AH,2,2,0
NE22 6EL,0,0,6
NE49 9JY,0,0,13
NE63 9JY,2,2,0
NE62 5JU,0,0,2
NE65 8RB,0,0,6
NE24 2LE,2,2,49
TD15 1NB,1,1,5
TD15 2DJ,1,1,14
NE24 5BL,14,14,0
NE24 4NX,1,1,0
NE24 2HQ,0,0,31
NE22 7EU,0,0,18
NE63 8TX,1,1,0
NE24 2HE,2,2,16
NE41 8DP,1,1,7
NE46 3DD,2,2,1
NE46 3DF,2,2,13
NE66 4AX,0,0,7
NE63 0ED,1,1,12
NE62 5PN,0,0,11
NE66 3RY,0,0,5
NE48 4DQ,0,0,10
NE63 9GJ,0,0,8
NE24 4RG,10,10,0
NE23 7TS,1,1,3
NE61 3RW,0,0,18
NE47 9BL,0,0,14
NE61 5QL,1,1,13
NE63 0TR,0,0,9
NE24 4EB,0,0,40
NE61 6XG,1,1,2
NE61 6XF,6,7,13
NE63 0TD,0,0,26
NE63 0DY,0,0,9
NE48 3HR,0,0,3
NE61 2UN,0,0,30
NE24 3LU,1,1,8
NE22 5LN,1,1,1
NE63 8NT,1,1,0
NE61 5LZ,4,4,3
NE47 0HB,3,3,1
NE24 5RN,0,0,28
NE47 0JD,1,1,6
NE47 8JQ,0,0,2
NE23 7ES,0,0,54
NE61 6HH,0,0,3
NE62 5AJ,0,0,8
NE65 8AH,1,1,16
NE61 6DF,0,0,9
NE24 3DA,0,0,33
NE23 3XL,0,0,37
NE20 0ET,2,2,0
NE61 2UT,0,0,34
NE46 1BN,2,2,0
NE24 2LZ,1,1,14
NE43 7SP,1,1,5
NE19 1NA,0,0,5
NE24 3QP,0,0,14
NE23 3QA,0,0,24
NE22 5HW,0,0,6
NE61 3AF,1,1,3
NE42 6DL,0,0,11
NE42 6AS,0,0,75
NE42 6JH,1,2,9
NE49 9PN,0,0,4
NE61 2FZ,0,0,39
NE47 7AR,2,2,2
NE65 7EX,0,0,2
NE42 5JZ,0,0,4
NE48 2HB,0,0,1
NE61 6BL,5,5,32
NE63 0LN,0,0,22
NE65 7DH,0,0,5
NE24 3SE,0,0,58
NE42 6JB,0,0,6
NE43 7AY,0,0,14
NE43 7PZ,0,0,16
NE43 7UB,1,1,3
NE46 4SX,0,0,3
NE66 1AD,2,2,9
NE24 2NB,0,0,29
NE24 1DE,1,1,7
NE61 2JN,1,1,52
NE24 1HB,3,3,56
TD15 2HG,1,1,13
NE66 1PN,4,4,1
NE69 7BL,1,1,0
NE45 5AY,4,4,12
NE46 4PE,0,0,1
TD15 1NZ,0,0,25
NE24 1PH,0,0,43
NE24 4RA,0,0,21
NE48 4EA,3,5,24
NE24 1NW,1,1,10
NE66 3AD,0,0,4
NE24 2QG,0,0,9
NE61 2XQ,0,0,19
NE64 6HD,0,0,3
NE23 8AJ,1,1,0
NE24 3TF,0,0,17
NE24 3TE,0,0,11
NE24 3TJ,0,0,30
NE24 1PE,0,0,15
NE24 3JY,0,0,20
NE20 0EB,0,0,12
NE61 4JJ,0,0,4
NE23 6FE,1,1,21
NE24 1HP,0,0,43
NE19 2DL,1,1,4
NE23 6SQ,0,0,16
NE23 2UG,0,0,16
NE23 2UQ,0,0,27
NE25 0FJ,0,0,18
NE66 4EA,1,1,8
NE70 7HY,5,5,16
NE61 2UJ,0,0,13
NE23 6SY,0,0,20
NE42 5HF,1,2,14
NE42 6HS,0,0,28
NE24 2PT,0,0,23
NE61 5DW,2,2,0
NE23 6TB,0,0,32
NE45 5JP,0,0,11
NE20 9DQ,0,0,25
NE25 0HS,0,0,16
NE24 1PG,0,0,39
NE23 6QA,0,0,39
NE61 2AH,0,0,16
NE22 5PP,2,2,5
NE68 7UQ,2,3,25
NE24 3JW,0,0,13
NE46 3BH,1,1,0
NE23 8AQ,1,1,0
NE22 5BP,0,0,32
NE65 8BA,1,1,9
NE65 8EE,0,1,10
NE65 0DZ,5,5,23
NE45 5AD,6,6,0
NE24 4BB,0,0,29
NE46 1BZ,0,0,5
NE65 7DY,0,0,2
NE24 4TE,0,0,21
NE24 4BH,0,0,17
NE24 2DH,0,0,20
NE24 4LH,0,0,20
NE24 5SB,0,0,10
NE24 5EB,0,0,12
NE46 4SR,0,0,16
NE20 9TB,0,0,19
NE47 0LE,0,0,8
NE49 0AN,0,0,7
NE24 1BY,4,4,2
NE46 3AD,0,0,6
NE24 1NR,0,0,7
NE24 3JD,1,1,16
NE61 3FF,1,1,27
NE66 4RW,1,1,1
NE49 0DL,1,1,3
NE46 4DE,0,0,17
NE24 4TG,0,0,30
NE49 9PG,1,1,3
NE24 5AY,0,0,8
NE43 7PB,0,0,13
NE24 2RH,3,3,9
NE47 7JQ,0,1,14
NE48 2HU,0,0,2
NE24 5DN,0,0,20
NE24 3SB,0,0,22
NE24 5ET,0,0,20
NE47 6AB,2,2,13
NE24 4TB,0,0,23
NE47 5AY,0,0,11
NE61 5DE,0,0,23
NE66 3TU,1,1,5
NE47 7EG,0,0,10
NE24 3HZ,2,2,10
NE66 4UR,2,2,9
NE19 2LQ,2,2,6
NE22 5TN,16,16,6
NE26 4DD,0,0,63
NE26 4DE,0,0,6
NE47 8DJ,0,0,1
NE66 4EG,0,0,5
NE47 8HH,1,1,1
NE42 5HP,0,2,27
TD12 4TE,0,0,2
NE66 5NN,0,0,3
NE66 2BH,2,2,10
NE24 2SE,0,0,19
NE67 5DN,3,3,1
TD15 1SY,0,1,18
DH8 9JR,1,1,3
NE66 3RR,1,1,11
NE24 4BJ,0,0,22
NE61 2EF,2,2,0
NE66 2PA,3,3,0
NE24 5PZ,0,0,15
NE24 4LX,0,0,11
TD15 2AQ,1,1,8
TD15 2BJ,0,0,5
NE23 2EE,1,1,1
NE24 1EB,5,5,10
NE24 4TT,0,0,12
NE24 4GR,0,0,15
NE19 2RT,1,1,24
NE63 9NR,0,0,19
NE61 2ZG,0,0,0
NE41 8BF,0,0,11
NE45 5AF,0,0,18
NE61 3RD,2,2,0
NE66 3HJ,3,4,5
TD15 1SL,1,1,64
NE65 0GR,0,0,35
NE66 3TW,3,4,0
TD15 1RZ,5,5,58
NE24 2QQ,0,0,18
NE46 4BE,0,0,13
TD12 4SH,2,2,2
NE47 8HD,2,3,1
NE23 6UR,16,16,0
NE65 8LB,0,0,19
NE22 5TU,2,2,0
NE66 5SD,6,6,9
TD15 2DU,2,2,48
NE24 4DW,0,0,16
NE23 6PG,0,0,42
NE23 6TA,0,0,50
NE24 4QH,0,0,60
NE63 8SL,0,0,33
NE65 9JG,0,0,14
NE43 7JZ,0,0,7
TD15 1SE,1,2,0
NE22 7JF,5,6,1
NE47 9AS,0,0,33
TD15 1LL,2,2,3
NE23 7QP,1,1,2
NE23 6YD,6,6,0
NE24 4TD,0,0,22
NE47 9QJ,0,0,20
NE24 4TR,0,0,28
NE65 9TP,0,0,30
NE24 5BT,1,1,0
NE65 8EF,0,0,9
NE22 6BX,0,0,10
NE61 3QH,0,0,6
NE66 1FD,0,0,24
NE22 6DZ,2,2,2
NE63 9WG,0,0,13
NE63 9GL,0,0,33
TD15 1JF,0,0,20
NE24 3UT,0,0,22
NE24 3UX,0,0,9
NE24 3EA,0,0,7
NE63 9XH,4,5,0
NE68 7TZ,3,3,2
NE65 8ES,0,0,22
NE61 3DF,0,0,9
NE69 7BB,2,2,2
NE20 9PR,0,0,26
NE61 1US,0,0,55
NE61 3FH,0,0,10
NE66 1DD,0,0,30
NE24 5ED,0,0,23
NE61 4AD,0,0,6
NE65 0QH,1,1,15
NE65 0EP,2,2,2
NE61 5JA,2,2,2
NE65 9UZ,0,0,11
NE49 0AJ,0,0,8
NE61 3LP,0,0,45
NE65 0FZ,0,0,45
NE67 5EH,4,4,6
NE45 5HS,1,1,8
NE65 0LD,3,3,10
TD15 1PB,2,2,12
NE45 5SR,0,0,0
NE66 1LN,9,9,27
NE20 9JZ,0,0,6
NE24 3JP,0,0,43
NE42 5PG,0,0,4
NE66 1TF,1,1,0
NE65 7EJ,1,1,7
NE24 1BW,11,11,0
NE67 5BJ,3,6,20
NE22 5LB,1,1,9
NE61 5SD,9,10,0
NE24 1LP,11,11,0
NE20 0EG,2,2,20
NE66 1HX,7,7,5
NE66 3RD,1,1,3
NE70 7QR,0,0,2
NE44 6DU,0,0,5
NE48 1PD,1,1,3
NE66 2YE,2,2,15
NE24 4EE,0,0,7
TD15 1ES,16,16,12
NE24 4TU,0,0,11
NE24 5BA,0,0,46
NE46 2EQ,8,8,17
NE24 4HU,0,0,6
NE24 2NE,0,0,19
NE20 9EY,3,3,2
TD15 1WH,0,0,5
NE24 3XA,0,0,23
NE45 5JS,0,0,4
NE65 9NH,1,1,35
NE24 4AU,0,0,9
NE61 3LZ,1,1,18
NE24 4HJ,0,1,12
NE46 2NW,1,1,5
TD15 1DF,2,4,14
NE68 7LD,0,2,0
NE49 0DQ,2,2,4
NE66 1TN,4,4,0
NE45 5QF,1,1,1
NE61 5DG,0,0,7
NE45 5DT,0,0,7
NE15 0BH,1,1,2
NE42 6QG,9,9,0
NE66 2PD,4,4,1
NE19 2PD,0,0,6
NE22 7DN,13,14,0
NE68 7TQ,3,3,3
NE71 6BL,3,4,10
NE65 7TA,1,1,1
NE48 4ED,0,1,4
NE63 0HP,1,1,0
NE19 1TA,2,2,4
NE24 3DT,2,2,4
NE17 7AX,1,2,2
NE24 4DZ,0,0,11
NE24 3BX,0,0,42
NE46 1QP,1,1,0
NE42 6EU,0,1,29
NE25 0QJ,2,2,0
NE61 5SF,1,1,3
NE65 0UP,3,5,5
NE47 9EQ,1,1,7
NE46 1HB,1,1,0
NE46 1XS,1,1,0
NE43 7BX,1,1,3
NE46 3PF,0,0,6
NE19 2AQ,1,1,7
NE63 9JX,1,1,0
NE63 8HQ,4,4,5
NE23 2UL,0,0,18
NE24 3SG,0,0,12
NE24 5TA,1,1,1
NE23 6UW,3,3,0
NE66 2RL,2,2,6
NE47 0AN,1,1,5
NE61 6JX,1,1,2
NE61 5JU,0,1,11
NE24 1EX,1,1,3
NE63 0SZ,2,2,2
NE66 3TH,2,2,6
NE20 0RL,1,1,4
NE20 0SG,1,1,2
NE20 0AQ,2,17,3
NE18 0PL,0,1,16
NE63 8RJ,1,1,0
NE46 3QB,1,1,3
NE45 5NB,0,0,21
NE20 0BL,1,1,0
NE63 0LA,1,1,0
NE43 7DP,0,0,5
NE61 4PF,0,0,2
NE25 0BH,0,0,43
NE46 3BZ,1,1,4
NE70 7LZ,1,1,13
NE46 1NH,4,4,7
NE65 9LX,0,0,7
NE71 6HQ,1,1,4
NE68 7SG,2,2,17
NE67 5DQ,0,1,4
NE66 2AB,1,1,5
NE46 3JJ,0,0,20
NE20 9HA,0,0,0
NE46 3HW,3,3,0
NE65 7NS,2,2,11
NE66 3UR,1,1,5
NE47 9HD,3,3,0
NE24 5LD,1,1,10
NE23 1BB,9,9,0
NE61 5HP,1,1,8
NE65 8ED,1,1,2
NE45 5RJ,1,1,4
NE22 7AP,0,2,3
NE63 9FY,1,1,0
NE65 9EW,1,1,8
NE70 7QA,1,1,7
NE48 2HZ,0,0,3
NE49 0HW,1,1,0
NE67 5AS,6,6,7
NE69 7BX,2,2,11
NE65 0TS,0,0,22
NE66 3BJ,0,0,3
NE42 5LB,1,1,9
NE45 5DU,0,0,4
NE65 7TR,1,1,0
NE71 6XE,0,0,7
NE24 1DP,4,4,1
NE71 6XJ,1,2,8
NE61 5XB,0,1,21
NE61 5LX,1,1,6
CA8 7HA,2,2,6
NE61 4JL,0,1,1
NE65 0EW,1,1,2
NE18 0BG,2,3,1
NE48 3LW,0,0,56
TD15 2TT,0,0,5
NE67 5BZ,3,3,1
NE41 8HS,1,1,19
NE42 6NJ,2,2,0
DH8 9SL,1,1,4
NE19 1TR,2,2,9
NE20 0SA,0,0,7
NE61 1EQ,0,0,5
NE63 9FW,1,1,0
NE24 2RS,1,1,10
NE61 5AD,0,0,3
NE61 3TU,0,0,19
NE48 1HF,1,1,13
NE71 6DN,1,1,21
NE22 7FF,0,0,14
NE24 5BQ,0,0,20
NE46 4FD,0,0,16
NE61 6FX,0,0,4
NE20 0BU,0,0,6
NE66 3FL,0,0,16
NE43 7EL,0,0,21
NE46 4BR,0,0,7
NE23 1AU,0,0,10
NE66 4TP,0,0,5
NE71 6HJ,0,0,3
NE23 1WW,1,1,0
NE20 9HL,0,0,21
NE66 3TL,0,0,28
NE65 7AE,0,0,30
NE65 7YB,0,0,10
NE20 9PA,0,0,23
NE42 5FA,0,0,13
NE48 3LP,0,0,3
NE24 3JS,0,0,32
NE20 9HN,0,0,24
NE23 1AP,0,0,6
NE61 6FQ,0,0,15
NE66 1FH,0,0,4
NE70 7EQ,0,0,6
NE20 9DT,0,0,12
DH8 9JW,0,0,4
NE44 6BA,0,0,1
NE19 1LZ,0,0,2
NE63 0XF,3,3,0
NE65 9JN,0,0,9
NE49 0PQ,0,0,2
NE45 5QX,0,0,12
NE47 7DA,0,0,2
DH8 9RZ,0,0,2
NE46 4DA,0,0,2
NE48 2LA,1,1,4
NE64 6AQ,0,0,1
NE20 0FE,0,0,0
NE66 4PU,0,0,2
NE47 8HQ,0,0,2
NE47 9DL,0,0,4
NE43 7TZ,0,0,3
NE67 5JY,1,1,2
CA8 7PQ,0,0,3
NE24 4HQ,0,0,2
NE24 4JT,1,2,0
NE20 0ER,0,0,1
NE66 3EX,2,2,5
NE24 3UR,0,0,54
NE25 0PF,0,0,10
NE24 3QN,0,0,24
NE24 4PL,0,0,9
NE20 0FU,0,0,0
NE25 0SD,0,0,4
NE46 2LL,0,0,2
NE65 0WT,0,0,21
NE24 3DX,0,0,1
NE24 4AN,0,0,17
NE44 6EP,2,2,1
NE22 7FE,1,1,6
NE66 1AY,0,0,66
NE46 3EG,0,0,15
NE65 7JG,0,0,4
NE41 8AW,0,0,11
NE23 2BP,0,0,38
NE20 0BX,0,0,0
NE48 3DG,1,1,7
NE24 4TL,0,0,19
NE20 0DZ,0,0,2
NE66 1BX,1,1,0
NE24 5AR,0,0,6
NE24 4ED,0,0,14
NE25 0GF,0,0,0
NE25 0GG,0,0,0
NE67 5LB,1,1,5
NE71 6SX,1,1,14
NE65 0EY,1,1,1
NE68 7XY,2,2,2
NE69 7DE,1,1,1
NE19 1BS,1,1,4
NE66 2AD,0,0,4
NE42 6BR,0,0,6
NE71 6TJ,1,1,6
NE49 0BF,0,0,2
NE66 5PQ,0,0,3
NE65 0SR,1,1,3
NE24 4EA,0,0,10
TD15 1DN,0,0,30
NE24 3LT,0,0,7
NE24 3LX,0,0,15
TD15 2YB,0,0,22
TD15 1LY,0,0,17
TD15 1PE,0,0,1
TD15 2YD,0,0,12
NE24 4QS,0,0,8
TD15 1LW,0,0,23
NE24 5HL,0,0,31
NE24 5JB,0,0,24
TD15 2DZ,0,0,3
TD15 2DR,0,0,6
TD15 1SJ,0,0,62
NE24 5PU,0,0,8
NE24 1NT,0,0,1
NE24 3SL,0,0,31
TD15 1PH,0,0,2
NE24 3RS,0,0,22
NE66 1DQ,0,0,2
NE23 6LX,0,0,10
NE24 1HW,0,0,5
NE61 5LY,1,1,3
NE41 8DW,0,0,2
NE65 0FD,16,16,0
NE61 1DS,0,0,15
TD15 2JD,0,0,34
NE49 9AS,1,1,6
NE23 3XS,0,0,23
NE24 5DE,0,0,26
NE23 6JW,0,0,44
NE23 6SH,0,0,16
NE24 5EW,0,0,24
NE23 6RX,0,0,16
TD15 2LH,0,0,10
NE23 8ED,0,0,11
NE67 5AZ,1,1,1
NE61 2AQ,0,0,13
NE61 2RF,0,0,32
NE61 1AQ,0,0,37
NE61 6NY,0,0,19
NE24 3QW,0,0,15
NE63 9GG,0,0,7
NE63 9XG,2,4,0
NE65 9LP,1,1,3
NE61 3QU,0,0,4
NE23 6JB,0,0,40
NE24 3ES,0,0,56
NE23 6JU,0,0,31
NE23 6JT,0,0,36
NE23 6BJ,0,0,34
TD15 2AX,0,0,13
TD15 2JJ,0,0,61
NE23 6HS,0,0,23
NE25 0HL,0,0,41
NE23 2YH,0,0,20
NE23 1HA,0,0,12
NE25 0EH,0,0,48
NE61 1PL,0,0,3
NE24 2FB,0,0,3
NE23 6DR,0,0,31
NE24 3HH,0,0,14
TD15 2UF,0,0,10
NE23 1RU,0,0,31
NE23 6AQ,0,0,20
NE66 4RP,0,0,2
NE24 3XD,0,0,22
NE23 2QD,0,0,40
NE23 6HX,0,0,19
NE23 6HY,0,0,12
NE23 8EQ,0,0,13
NE23 8EG,0,0,14
TD15 2RH,0,0,22
NE23 6PX,0,0,6
TD15 2LJ,0,0,3
NE25 0AX,0,0,6
TD15 2QZ,0,0,10
TD15 2RD,0,0,18
NE23 6AG,0,0,19
NE65 0TF,0,0,16
TD15 2DP,0,0,29
TD15 2QW,0,0,2
NE24 5SF,0,0,26
NE23 7HF,0,0,39
TD15 2DH,0,0,20
NE23 6NE,0,0,52
TD12 4SP,0,0,12
NE25 0RY,0,0,12
NE23 1RD,0,0,8
NE24 5DA,0,0,10
NE24 5JU,0,0,22
NE23 1RH,0,0,12
TD15 2AF,0,0,31
NE19 2LR,0,0,1
NE19 2PH,0,0,1
NE23 2YL,0,0,24
NE19 2AN,0,0,3
NE18 0PZ,0,0,2
NE18 0AQ,0,0,3
NE23 3LH,0,0,35
NE23 6PB,0,0,16
NE24 3DB,0,0,1
TD15 2HL,0,0,31
NE18 0AE,0,0,3
NE19 2BS,0,0,3
TD15 2BU,0,0,26
CA8 7EN,0,0,1
CA8 7EJ,0,0,4
CA8 7BJ,0,0,5
NE15 0AA,0,0,3
CA8 7BQ,0,0,2
NE18 0BN,0,0,4
NE19 1BZ,0,0,2
NE23 6EN,0,0,8
NE19 2HB,0,0,2
CA8 7JL,0,0,2
NE23 3QU,0,0,8
NE23 2FN,0,0,30
NE19 2RA,0,0,1
NE20 9EH,0,0,36
NE24 4RB,0,0,15
NE19 2RY,0,0,4
NE23 6JG,0,0,12
NE25 0SS,0,0,71
NE19 2RU,0,0,4
NE23 7SU,0,0,44
NE25 0BL,0,0,85
NE15 0DU,0,0,5
NE23 2FA,0,0,28
NE20 9RQ,0,0,32
NE23 2FE,0,0,10
NE20 9RE,0,0,23
NE23 2DF,0,0,7
NE24 5HB,0,0,45
NE15 0BL,0,0,43
NE23 6DG,0,0,17
NE15 0BP,0,0,30
NE23 3QW,0,0,21
NE23 6LL,0,0,28
NE23 6NN,0,0,14
NE24 2HS,0,0,13
NE20 9JX,0,0,3
NE15 0NB,0,0,1
NE23 6NP,0,0,12
NE66 2LU,0,0,1
NE23 2SF,0,0,15
NE23 6DN,0,0,13
NE23 6JR,0,0,28
NE20 9AT,0,0,32
NE20 9DP,0,0,43
NE20 9JU,0,0,39
NE20 9LX,0,0,34
NE23 8DX,0,0,7
NE66 2JY,0,0,14
NE20 9SZ,0,0,19
NE23 1PT,0,0,14
NE23 6DW,0,0,14
NE20 9QE,0,0,56
NE25 0NX,0,0,20
NE23 6DX,0,0,14
DH8 9SX,0,0,1
NE24 4LP,0,0,75
NE26 4BA,0,0,24
NE66 3HX,0,0,2
NE25 0JJ,0,0,24
NE23 1TW,0,0,10
NE20 9PL,0,0,5
NE20 9LP,0,0,4
NE20 9QD,0,0,16
NE20 9AE,0,0,19
NE20 9HT,0,0,12
NE20 9QF,0,0,12
NE20 9LE,0,0,4
NE66 3AA,0,0,3
NE66 1AG,0,0,2
NE66 1YN,0,0,5
NE20 9NB,0,0,31
NE23 3LS,0,0,11
NE23 1NQ,0,0,30
NE23 2XN,0,0,7
NE26 4JN,0,0,13
NE25 0AL,0,0,23
NE23 1NU,0,0,10
NE23 1TR,0,0,10
NE23 7LW,0,0,29
NE20 9XB,0,0,11
NE20 0AA,0,0,3
NE20 9UN,0,0,39
NE26 4DS,0,0,29
NE23 1PA,0,0,8
NE20 9UT,0,0,3
NE20 9PH,0,0,25
NE23 1RP,0,0,17
NE66 1NP,0,0,23
NE23 8DW,0,0,12
NE66 1XW,0,0,10
NE23 3GQ,0,0,34
NE66 2PL,0,0,2
NE18 0QQ,0,0,7
NE20 9RF,0,0,42
NE18 0PX,0,1,2
NE20 9RJ,0,0,19
NE66 1EF,0,0,39
NE66 1EG,0,0,13
NE66 1UU,0,0,16
NE24 5RG,0,0,22
